event_id,latitude,longitude,fog,accident,vehicle_count,timestamp
event_681,28.806137,76.814031,Foggy,No Accident,16,2025-12-15T16:30:16.578029
event_682,28.669494,76.895158,Foggy,Accident,20,2025-12-15T16:30:17.577879
event_683,28.672593,77.02112,Clear,No Accident,6,2025-12-15T16:30:18.611410
event_684,28.762735,77.386906,Foggy,No Accident,28,2025-12-15T16:30:19.577968
event_685,28.871608,77.064561,Clear,Accident,3,2025-12-15T16:30:20.579032
event_686,28.688495,77.389141,Clear,Accident,11,2025-12-15T16:30:21.577190
event_687,28.833815,77.286785,Foggy,Accident,4,2025-12-15T16:30:22.578062
event_688,28.743964,77.224603,Clear,No Accident,3,2025-12-15T16:30:23.601221
event_689,28.558297,76.832751,Clear,Accident,2,2025-12-15T16:30:24.579662
event_690,28.724782,77.201738,Foggy,No Accident,7,2025-12-15T16:30:26.082849
event_691,28.406959,77.231519,Clear,No Accident,7,2025-12-15T16:30:27.190625
event_692,28.462629,76.988685,Foggy,Accident,5,2025-12-15T16:30:28.177509
event_693,28.547654,76.835353,Clear,No Accident,4,2025-12-15T16:30:29.176894
event_694,28.744274,77.238935,Foggy,No Accident,29,2025-12-15T16:30:30.177548
event_695,28.687597,76.889565,Foggy,No Accident,6,2025-12-15T16:30:31.177946
event_696,28.866725,76.870366,Clear,Accident,18,2025-12-15T16:30:32.177522
event_697,28.537388,77.094721,Clear,Accident,9,2025-12-15T16:30:33.178144
event_698,28.885225,77.091507,Foggy,Accident,6,2025-12-15T16:30:34.178279
event_699,28.45041,77.099987,Clear,No Accident,7,2025-12-15T16:30:35.176975
event_700,28.851294,76.831507,Clear,Accident,17,2025-12-15T16:30:36.178004
event_701,28.704924,77.105643,Clear,Accident,5,2025-12-15T16:30:37.176657
event_702,28.458865,76.840933,Foggy,Accident,3,2025-12-15T16:30:38.228808
event_703,28.803376,77.097726,Clear,Accident,22,2025-12-15T16:30:39.241955
event_704,28.495757,77.273714,Clear,No Accident,6,2025-12-15T16:30:40.242489
event_705,28.813507,77.18862,Clear,Accident,15,2025-12-15T16:30:41.243502
event_706,28.72616,77.30059,Clear,No Accident,50,2025-12-15T16:30:42.243198
event_707,28.811977,77.220499,Clear,Accident,41,2025-12-15T16:30:43.243148
event_708,28.684775,77.391087,Foggy,Accident,12,2025-12-15T16:30:44.242861
event_709,28.46762,76.961305,Clear,No Accident,17,2025-12-15T16:30:45.242636
event_710,28.775477,77.178687,Clear,No Accident,28,2025-12-15T16:30:46.244324
event_711,28.507536,76.803173,Foggy,Accident,7,2025-12-15T16:30:47.243660
event_712,28.593395,77.184073,Foggy,Accident,41,2025-12-15T16:30:48.243869
event_713,28.833027,76.914002,Clear,No Accident,43,2025-12-15T16:30:49.242514
event_714,28.450229,76.836281,Clear,Accident,5,2025-12-15T16:30:50.243103
event_715,28.524557,76.813882,Clear,Accident,7,2025-12-15T16:30:51.274645
event_716,28.601181,77.078055,Clear,Accident,22,2025-12-15T16:30:52.314156
event_717,28.45232,77.392382,Clear,No Accident,26,2025-12-15T16:30:53.316459
event_718,28.779095,77.274781,Clear,Accident,4,2025-12-15T16:30:54.314409
event_719,28.590511,77.071741,Foggy,Accident,2,2025-12-15T16:30:55.322432
event_720,28.663509,76.830033,Clear,Accident,2,2025-12-15T16:30:56.314794
event_721,28.761866,76.815548,Foggy,Accident,22,2025-12-15T16:30:57.314608
event_722,28.72772,76.905317,Foggy,Accident,2,2025-12-15T16:30:58.318757
event_723,28.561933,77.183896,Clear,No Accident,8,2025-12-15T16:30:59.313212
event_724,28.408515,77.097396,Foggy,No Accident,7,2025-12-15T16:31:00.321523
event_725,28.78022,76.972721,Clear,Accident,0,2025-12-15T16:31:01.315493
event_726,28.657887,77.300111,Foggy,Accident,29,2025-12-15T16:31:02.314535
event_727,28.796983,77.250258,Foggy,No Accident,6,2025-12-15T16:31:04.033904
event_728,28.466061,77.04827,Clear,Accident,3,2025-12-15T16:31:05.176203
event_729,28.403511,77.263013,Foggy,No Accident,9,2025-12-15T16:31:06.088743
event_730,28.498616,76.870817,Foggy,No Accident,22,2025-12-15T16:31:07.087591
event_731,28.492674,76.885799,Clear,Accident,11,2025-12-15T16:31:08.116925
event_732,28.462999,77.077515,Foggy,No Accident,10,2025-12-15T16:31:09.135926
event_733,28.840562,77.352127,Clear,Accident,12,2025-12-15T16:31:10.089251
event_734,28.535183,77.076075,Clear,No Accident,13,2025-12-15T16:31:11.086713
event_735,28.789685,76.852202,Foggy,Accident,6,2025-12-15T16:31:12.100199
event_736,28.874054,76.929747,Foggy,Accident,8,2025-12-15T16:31:13.087926
event_737,28.638776,76.989953,Foggy,No Accident,19,2025-12-15T16:31:14.166286
event_738,28.470969,77.108225,Foggy,Accident,23,2025-12-15T16:31:15.089269
event_739,28.648485,77.092093,Foggy,Accident,8,2025-12-15T16:31:16.110168
event_740,28.571839,77.157067,Clear,Accident,2,2025-12-15T16:31:17.173142
event_741,28.777654,77.087482,Foggy,No Accident,7,2025-12-15T16:31:18.171587
event_742,28.819107,77.171652,Clear,Accident,5,2025-12-15T16:31:19.173728
event_743,28.769246,77.376382,Foggy,Accident,10,2025-12-15T16:31:20.207229
event_744,28.674386,77.379752,Clear,Accident,6,2025-12-15T16:31:21.172329
event_745,28.441333,77.372652,Foggy,No Accident,7,2025-12-15T16:31:22.172512
event_746,28.75675,77.009249,Clear,Accident,6,2025-12-15T16:31:23.173014
event_747,28.646813,76.833396,Clear,Accident,22,2025-12-15T16:31:24.172131
event_748,28.548507,77.044585,Clear,Accident,19,2025-12-15T16:31:25.171830
event_749,28.7406,77.331079,Foggy,No Accident,39,2025-12-15T16:31:26.173470
event_750,28.46282,77.271187,Clear,No Accident,1,2025-12-15T16:31:27.175438
event_751,28.507457,77.271501,Clear,No Accident,13,2025-12-15T16:31:28.182113
event_752,28.78122,77.363456,Clear,Accident,12,2025-12-15T16:31:29.199851
event_753,28.542049,77.118644,Clear,No Accident,30,2025-12-15T16:31:30.192520
event_754,28.797398,77.09999,Clear,No Accident,7,2025-12-15T16:31:31.192410
event_755,28.863722,77.144684,Foggy,Accident,20,2025-12-15T16:31:32.193639
event_756,28.487665,77.128219,Clear,No Accident,20,2025-12-15T16:31:33.213923
event_757,28.765138,76.869193,Clear,Accident,12,2025-12-15T16:31:34.193338
event_758,28.797109,77.247194,Foggy,Accident,3,2025-12-15T16:31:35.192888
event_759,28.813781,76.808551,Clear,Accident,40,2025-12-15T16:31:36.194481
event_760,28.618242,77.197967,Foggy,Accident,1,2025-12-15T16:31:37.194054
event_761,28.667141,76.906734,Clear,Accident,1,2025-12-15T16:31:38.194423
event_762,28.4337,77.371749,Clear,Accident,5,2025-12-15T16:31:39.192797
event_763,28.735064,77.042216,Foggy,Accident,8,2025-12-15T16:31:40.194488
event_764,28.568145,77.358057,Clear,Accident,18,2025-12-15T16:31:41.204412
event_765,28.826233,77.069674,Foggy,Accident,23,2025-12-15T16:31:42.270012
event_766,28.589374,77.30286,Foggy,Accident,27,2025-12-15T16:31:43.271989
event_767,28.863689,76.878036,Foggy,Accident,37,2025-12-15T16:31:44.271470
event_768,28.75704,76.889423,Foggy,Accident,30,2025-12-15T16:31:45.271459
event_769,28.81536,76.940272,Foggy,No Accident,0,2025-12-15T16:31:46.270980
event_770,28.545762,77.139571,Clear,No Accident,8,2025-12-15T16:31:47.302144
event_771,28.434825,77.255714,Clear,Accident,23,2025-12-15T16:31:48.310939
event_772,28.648682,77.252977,Clear,Accident,2,2025-12-15T16:31:49.271626
event_773,28.892676,77.053785,Foggy,No Accident,3,2025-12-15T16:31:50.271173
event_774,28.408459,77.204474,Clear,No Accident,28,2025-12-15T16:31:51.271160
event_775,28.418031,76.986549,Clear,No Accident,15,2025-12-15T16:31:52.270905
event_776,28.862191,76.944848,Clear,Accident,16,2025-12-15T16:31:53.271704
event_777,28.512534,76.963427,Foggy,Accident,8,2025-12-15T16:31:54.358874
event_778,28.710043,76.947173,Clear,Accident,9,2025-12-15T16:31:55.733013
event_779,28.636677,76.8813,Clear,No Accident,8,2025-12-15T16:31:56.822351
event_780,28.560066,77.232196,Clear,Accident,3,2025-12-15T16:31:57.732267
event_781,28.738079,77.178818,Foggy,Accident,34,2025-12-15T16:31:58.992162
event_782,28.51819,77.13062,Foggy,Accident,17,2025-12-15T16:31:59.762972
event_783,28.67056,76.976462,Foggy,No Accident,0,2025-12-15T16:32:00.814384
event_784,28.516475,77.097449,Clear,No Accident,5,2025-12-15T16:32:01.754023
event_785,28.436316,77.066929,Foggy,No Accident,7,2025-12-15T16:32:02.765000
event_786,28.773463,77.005213,Clear,No Accident,23,2025-12-15T16:32:03.834332
event_787,28.62341,77.152887,Foggy,No Accident,8,2025-12-15T16:32:04.769298
event_788,28.746627,76.827127,Clear,Accident,2,2025-12-15T16:32:05.771672
event_789,28.485498,76.982655,Clear,No Accident,15,2025-12-15T16:32:06.884353
event_790,28.887754,77.075746,Clear,No Accident,7,2025-12-15T16:32:07.928002
event_791,28.764667,76.850703,Foggy,No Accident,12,2025-12-15T16:32:09.016730
event_792,28.663695,77.163811,Foggy,Accident,5,2025-12-15T16:32:09.924781
event_793,28.453867,76.943544,Clear,No Accident,15,2025-12-15T16:32:10.949384
event_794,28.533323,76.855037,Clear,Accident,29,2025-12-15T16:32:11.950993
event_795,28.746254,77.190215,Foggy,Accident,24,2025-12-15T16:32:12.925060
event_796,28.806495,77.297836,Clear,No Accident,21,2025-12-15T16:32:13.942952
event_797,28.421621,77.252875,Clear,No Accident,8,2025-12-15T16:32:14.997133
event_798,28.594098,77.128077,Clear,Accident,3,2025-12-15T16:32:15.931882
event_799,28.657401,77.218922,Clear,No Accident,3,2025-12-15T16:32:16.968873
event_800,28.602821,77.303323,Clear,Accident,12,2025-12-15T16:32:17.924219
event_801,28.619152,76.892277,Foggy,No Accident,4,2025-12-15T16:32:18.965519
event_802,28.809693,77.205663,Clear,Accident,3,2025-12-15T16:32:20.056304
event_803,28.508616,77.367407,Foggy,Accident,7,2025-12-15T16:32:20.990574
event_804,28.724876,77.274263,Clear,No Accident,19,2025-12-15T16:32:21.989668
event_805,28.522012,76.937037,Clear,No Accident,24,2025-12-15T16:32:23.014625
event_806,28.828589,76.806739,Foggy,Accident,30,2025-12-15T16:32:23.991966
event_807,28.732767,77.154277,Foggy,Accident,16,2025-12-15T16:32:25.205926
event_808,28.57358,77.067223,Foggy,No Accident,12,2025-12-15T16:32:25.988835
event_809,28.71059,76.892162,Foggy,Accident,1,2025-12-15T16:32:26.990799
event_810,28.77718,77.364616,Clear,No Accident,24,2025-12-15T16:32:27.990795
event_811,28.698242,77.12707,Foggy,Accident,40,2025-12-15T16:32:28.990300
event_812,28.673192,77.118889,Foggy,No Accident,13,2025-12-15T16:32:29.989426
event_813,28.586683,76.818137,Clear,Accident,26,2025-12-15T16:32:30.991158
event_814,28.844941,76.980377,Clear,Accident,25,2025-12-15T16:32:32.006144
event_815,28.582966,76.902741,Clear,Accident,3,2025-12-15T16:32:33.182744
event_816,28.737756,76.827938,Clear,No Accident,18,2025-12-15T16:32:34.105333
event_817,28.511473,77.18304,Clear,Accident,26,2025-12-15T16:32:35.048092
event_818,28.771298,76.895884,Clear,Accident,12,2025-12-15T16:32:36.042714
event_819,28.860582,77.091245,Foggy,No Accident,8,2025-12-15T16:32:37.042714
event_820,28.611877,76.984834,Foggy,Accident,11,2025-12-15T16:32:38.041852
event_821,28.7832,76.950306,Foggy,Accident,18,2025-12-15T16:32:39.042703
event_822,28.688775,77.216027,Foggy,Accident,26,2025-12-15T16:32:40.042614
event_823,28.735031,76.83734,Foggy,Accident,20,2025-12-15T16:32:41.041664
event_824,28.849838,76.898476,Clear,No Accident,44,2025-12-15T16:32:42.043354
event_825,28.594449,77.293265,Foggy,No Accident,2,2025-12-15T16:32:43.042507
event_826,28.614084,76.930242,Foggy,Accident,14,2025-12-15T16:32:44.156601
event_827,28.582754,77.193473,Clear,Accident,7,2025-12-15T16:32:45.199883
event_828,28.447437,77.084401,Clear,Accident,16,2025-12-15T16:32:46.205040
event_829,28.516908,76.907711,Clear,Accident,7,2025-12-15T16:32:47.291548
event_830,28.503687,77.256369,Foggy,Accident,8,2025-12-15T16:32:48.199934
event_831,28.677516,77.008227,Clear,No Accident,8,2025-12-15T16:32:49.223400
event_832,28.763344,77.360567,Foggy,Accident,25,2025-12-15T16:32:50.204718
event_833,28.691707,77.201848,Foggy,No Accident,16,2025-12-15T16:32:51.200692
event_834,28.584716,77.266901,Clear,Accident,1,2025-12-15T16:32:52.200435
event_835,28.426969,77.100274,Clear,Accident,7,2025-12-15T16:32:53.201193
event_836,28.646788,77.113719,Clear,No Accident,6,2025-12-15T16:32:54.254846
event_837,28.862638,76.914697,Clear,Accident,11,2025-12-15T16:32:55.200783
event_838,28.691219,77.354289,Clear,Accident,10,2025-12-15T16:32:56.200859
event_839,28.589561,76.889893,Clear,No Accident,22,2025-12-15T16:32:57.269816
event_840,28.779197,76.852228,Clear,Accident,9,2025-12-15T16:32:58.318295
event_841,28.848815,77.038345,Clear,Accident,7,2025-12-15T16:32:59.319397
event_842,28.688105,77.1425,Clear,No Accident,16,2025-12-15T16:33:00.317843
event_843,28.668057,76.903846,Clear,No Accident,6,2025-12-15T16:33:01.316838
event_844,28.86882,77.311142,Foggy,Accident,19,2025-12-15T16:33:02.319894
event_845,28.624968,77.355122,Clear,Accident,11,2025-12-15T16:33:03.320058
event_846,28.502425,77.149356,Clear,No Accident,41,2025-12-15T16:33:04.318255
event_847,28.704653,77.030205,Foggy,Accident,13,2025-12-15T16:33:05.358532
event_848,28.895507,77.043547,Foggy,No Accident,8,2025-12-15T16:33:06.329772
event_849,28.575882,77.03552,Clear,Accident,22,2025-12-15T16:33:07.320344
event_850,28.552182,76.914734,Clear,No Accident,16,2025-12-15T16:33:08.318059
event_851,28.761714,77.353008,Foggy,Accident,8,2025-12-15T16:33:09.441627
event_852,28.558011,77.215989,Foggy,Accident,31,2025-12-15T16:33:10.512064
event_853,28.68357,76.911567,Clear,Accident,0,2025-12-15T16:33:11.511508
event_854,28.65292,77.27716,Clear,No Accident,15,2025-12-15T16:33:12.510945
event_855,28.568662,76.900853,Clear,No Accident,11,2025-12-15T16:33:13.684552
event_856,28.704951,77.264538,Foggy,Accident,4,2025-12-15T16:33:14.525410
event_857,28.561252,77.121301,Clear,No Accident,4,2025-12-15T16:33:15.565964
event_858,28.519702,76.811014,Clear,Accident,4,2025-12-15T16:33:16.510293
event_859,28.696594,76.998918,Clear,No Accident,4,2025-12-15T16:33:17.511020
event_860,28.706781,77.256612,Clear,No Accident,14,2025-12-15T16:33:18.510118
event_861,28.526206,77.285854,Clear,Accident,21,2025-12-15T16:33:19.511442
event_862,28.704371,76.978621,Clear,No Accident,15,2025-12-15T16:33:20.510502
event_863,28.887897,76.950982,Clear,Accident,6,2025-12-15T16:33:21.511126
event_864,28.490277,77.396832,Clear,Accident,0,2025-12-15T16:33:22.510554
event_865,28.868296,76.939958,Clear,Accident,44,2025-12-15T16:33:23.714753
event_866,28.670089,77.138594,Foggy,No Accident,3,2025-12-15T16:33:24.592597
event_867,28.708103,76.857901,Foggy,Accident,6,2025-12-15T16:33:25.592394
event_868,28.891739,76.854463,Foggy,Accident,7,2025-12-15T16:33:26.592438
event_869,28.558399,77.320453,Clear,Accident,37,2025-12-15T16:33:27.606850
event_870,28.69965,77.146585,Clear,No Accident,2,2025-12-15T16:33:28.655563
event_871,28.638183,77.00914,Foggy,Accident,32,2025-12-15T16:33:29.600447
event_872,28.836315,77.384198,Foggy,No Accident,19,2025-12-15T16:33:30.624326
event_873,28.811947,77.194256,Clear,Accident,16,2025-12-15T16:33:31.678234
event_874,28.4209,76.81723,Foggy,No Accident,8,2025-12-15T16:33:32.662694
event_875,28.559568,77.33314,Clear,Accident,2,2025-12-15T16:33:33.650261
event_876,28.736752,77.044721,Foggy,No Accident,6,2025-12-15T16:33:34.736654
event_877,28.813471,77.26225,Foggy,Accident,4,2025-12-15T16:33:35.784357
event_878,28.753984,77.358666,Foggy,Accident,11,2025-12-15T16:33:36.781742
event_879,28.830829,76.969233,Foggy,No Accident,4,2025-12-15T16:33:37.780880
event_880,28.725994,76.81687,Foggy,Accident,10,2025-12-15T16:33:38.781412
event_881,28.470706,77.161469,Clear,No Accident,3,2025-12-15T16:33:39.783046
event_882,28.80536,76.880905,Clear,Accident,3,2025-12-15T16:33:40.781569
event_883,28.584386,77.308047,Clear,No Accident,35,2025-12-15T16:33:41.781202
event_884,28.670218,77.188174,Foggy,Accident,1,2025-12-15T16:33:42.782401
event_885,28.699576,77.37499,Foggy,Accident,6,2025-12-15T16:33:43.836736
event_886,28.591642,76.854428,Foggy,No Accident,22,2025-12-15T16:33:44.781346
event_887,28.867548,76.958539,Foggy,No Accident,7,2025-12-15T16:33:45.781465
event_888,28.675569,77.017679,Foggy,Accident,7,2025-12-15T16:33:46.832807
event_889,28.867078,77.251914,Foggy,No Accident,27,2025-12-15T16:33:48.003185
event_890,28.835727,77.016416,Foggy,Accident,6,2025-12-15T16:33:49.021606
event_891,28.713719,77.359946,Clear,Accident,1,2025-12-15T16:33:50.022542
event_892,28.548079,77.190404,Foggy,No Accident,5,2025-12-15T16:33:51.021815
event_893,28.675516,77.351377,Clear,No Accident,13,2025-12-15T16:33:52.087276
event_894,28.621945,76.978458,Foggy,Accident,5,2025-12-15T16:33:53.409744
event_895,28.414964,76.88545,Foggy,No Accident,7,2025-12-15T16:33:54.299678
event_896,28.716362,76.98208,Clear,Accident,12,2025-12-15T16:33:55.165988
event_897,28.547637,77.121456,Clear,No Accident,19,2025-12-15T16:33:56.187592
event_898,28.891047,77.201982,Foggy,Accident,4,2025-12-15T16:33:57.237001
event_899,28.830322,77.218662,Clear,No Accident,12,2025-12-15T16:33:58.166231
event_900,28.858032,76.926946,Foggy,No Accident,0,2025-12-15T16:33:59.165377
event_901,28.864903,77.23557,Foggy,No Accident,15,2025-12-15T16:34:00.243561
event_902,28.842459,77.198639,Clear,No Accident,7,2025-12-15T16:34:01.366231
event_903,28.444062,77.185704,Foggy,Accident,8,2025-12-15T16:34:02.347545
event_904,28.707184,76.880156,Foggy,No Accident,29,2025-12-15T16:34:03.309433
event_905,28.720307,76.966709,Clear,Accident,9,2025-12-15T16:34:04.338882
event_906,28.411347,77.086919,Foggy,No Accident,6,2025-12-15T16:34:05.341024
event_907,28.750506,77.288347,Clear,No Accident,7,2025-12-15T16:34:06.356036
event_908,28.760834,77.015955,Clear,Accident,16,2025-12-15T16:34:07.351682
event_909,28.701651,77.387849,Clear,Accident,12,2025-12-15T16:34:08.316830
event_910,28.868403,77.315514,Foggy,Accident,33,2025-12-15T16:34:09.328426
event_911,28.881438,77.396188,Clear,No Accident,4,2025-12-15T16:34:10.309921
event_912,28.592247,77.319775,Clear,No Accident,8,2025-12-15T16:34:11.446174
event_913,28.722401,77.215802,Clear,No Accident,3,2025-12-15T16:34:12.474516
event_914,28.893643,76.998783,Foggy,No Accident,17,2025-12-15T16:34:13.539345
event_915,28.543592,77.328176,Foggy,Accident,8,2025-12-15T16:34:14.538712
event_916,28.670382,77.327903,Foggy,No Accident,18,2025-12-15T16:34:15.538665
event_917,28.432319,77.096627,Foggy,Accident,0,2025-12-15T16:34:16.538959
event_918,28.740842,77.146664,Clear,Accident,4,2025-12-15T16:34:17.538975
event_919,28.790808,77.048566,Foggy,Accident,33,2025-12-15T16:34:18.632487
event_920,28.742929,77.215404,Foggy,No Accident,10,2025-12-15T16:34:19.588762
event_921,28.464835,77.261507,Foggy,Accident,6,2025-12-15T16:34:20.540600
event_922,28.823277,76.996882,Clear,Accident,6,2025-12-15T16:34:21.538024
event_923,28.849458,77.068728,Foggy,Accident,5,2025-12-15T16:34:22.539652
event_924,28.866399,76.888431,Foggy,No Accident,7,2025-12-15T16:34:23.539201
event_925,28.743421,77.220506,Foggy,Accident,8,2025-12-15T16:34:24.539204
event_926,28.534284,77.121373,Clear,No Accident,7,2025-12-15T16:34:25.675432
event_927,28.556135,77.163332,Foggy,No Accident,6,2025-12-15T16:34:26.804170
event_928,28.596756,76.999111,Clear,Accident,13,2025-12-15T16:34:27.799484
event_929,28.431744,76.977187,Clear,Accident,29,2025-12-15T16:34:28.849071
event_930,28.564539,77.263726,Foggy,No Accident,15,2025-12-15T16:34:29.801286
event_931,28.802556,76.825568,Clear,Accident,12,2025-12-15T16:34:30.799548
event_932,28.405574,77.151756,Foggy,No Accident,24,2025-12-15T16:34:31.801403
event_933,28.436746,77.146921,Foggy,No Accident,4,2025-12-15T16:34:32.800019
event_934,28.898466,77.04706,Clear,Accident,15,2025-12-15T16:34:33.831990
event_935,28.536691,76.901889,Foggy,Accident,18,2025-12-15T16:34:34.898266
event_936,28.859183,77.149445,Clear,No Accident,5,2025-12-15T16:34:35.801563
event_937,28.887779,76.835021,Foggy,Accident,23,2025-12-15T16:34:36.800378
event_938,28.569296,77.360217,Clear,Accident,37,2025-12-15T16:34:37.842894
event_939,28.50474,76.96445,Clear,Accident,12,2025-12-15T16:34:38.914382
event_940,28.775384,77.244036,Foggy,No Accident,6,2025-12-15T16:34:39.889977
event_941,28.603206,76.886208,Clear,No Accident,16,2025-12-15T16:34:40.889608
event_942,28.679916,77.122119,Clear,Accident,15,2025-12-15T16:34:41.889267
event_943,28.466487,76.912613,Foggy,Accident,17,2025-12-15T16:34:42.894614
event_944,28.505688,77.216894,Clear,No Accident,12,2025-12-15T16:34:43.890474
event_945,28.794135,77.276079,Foggy,No Accident,8,2025-12-15T16:34:44.889605
event_946,28.636724,77.021128,Clear,No Accident,15,2025-12-15T16:34:45.889779
event_947,28.889092,77.165869,Clear,No Accident,11,2025-12-15T16:34:46.889437
event_948,28.449582,77.078046,Clear,Accident,30,2025-12-15T16:34:47.891149
event_949,28.802958,77.246394,Foggy,No Accident,24,2025-12-15T16:34:48.923092
event_950,28.593062,77.140565,Clear,Accident,19,2025-12-15T16:34:50.206119
event_951,28.51571,76.8348,Foggy,No Accident,8,2025-12-15T16:34:51.999942
event_952,28.829706,77.14958,Clear,No Accident,4,2025-12-15T16:34:53.629879
event_953,28.597538,77.3229,Clear,Accident,11,2025-12-15T16:34:54.911168
event_954,28.741256,76.928887,Foggy,No Accident,8,2025-12-15T16:34:55.909787
event_955,28.729341,77.048132,Clear,No Accident,20,2025-12-15T16:34:56.933412
event_956,28.835327,76.935917,Foggy,No Accident,29,2025-12-15T16:34:57.909242
event_957,28.670701,77.157658,Foggy,No Accident,19,2025-12-15T16:34:58.911556
event_958,28.61335,76.806903,Foggy,Accident,17,2025-12-15T16:34:59.909305
event_959,28.439825,77.352135,Foggy,Accident,4,2025-12-15T16:35:00.909914
event_960,28.492124,77.069386,Foggy,Accident,6,2025-12-15T16:35:01.909862
event_961,28.824097,76.846527,Clear,No Accident,5,2025-12-15T16:35:02.911249
event_962,28.721319,77.195877,Clear,Accident,4,2025-12-15T16:35:03.915657
event_963,28.880345,77.233511,Foggy,No Accident,18,2025-12-15T16:35:04.924341
event_964,28.88131,77.075959,Clear,Accident,18,2025-12-15T16:35:05.924685
event_965,28.530054,77.231853,Clear,Accident,6,2025-12-15T16:35:06.945013
event_966,28.785414,76.813853,Clear,No Accident,6,2025-12-15T16:35:07.947151
event_967,28.771321,77.030335,Foggy,No Accident,25,2025-12-15T16:35:08.946911
event_968,28.712241,77.290369,Foggy,No Accident,8,2025-12-15T16:35:09.947427
event_969,28.787694,77.386477,Foggy,Accident,27,2025-12-15T16:35:10.945946
event_970,28.473111,77.266004,Clear,No Accident,7,2025-12-15T16:35:11.945044
event_971,28.434435,76.859623,Clear,Accident,22,2025-12-15T16:35:12.946298
event_972,28.432674,76.909956,Foggy,Accident,5,2025-12-15T16:35:13.946201
event_973,28.549947,76.823861,Clear,No Accident,17,2025-12-15T16:35:14.946790
event_974,28.529978,77.049748,Foggy,Accident,24,2025-12-15T16:35:15.946782
event_975,28.763229,77.287894,Foggy,Accident,22,2025-12-15T16:35:16.947625
event_976,28.760181,77.043083,Clear,No Accident,7,2025-12-15T16:35:17.963813
event_977,28.552487,76.89193,Clear,Accident,7,2025-12-15T16:35:18.987612
event_978,28.695085,77.280554,Foggy,No Accident,28,2025-12-15T16:35:19.989225
event_979,28.856581,77.235223,Clear,No Accident,23,2025-12-15T16:35:20.988148
event_980,28.813613,77.372424,Clear,Accident,3,2025-12-15T16:35:21.989147
event_981,28.696006,77.101384,Foggy,Accident,17,2025-12-15T16:35:22.988866
event_982,28.445712,76.92703,Clear,Accident,21,2025-12-15T16:35:23.988327
event_983,28.870495,77.34781,Foggy,Accident,3,2025-12-15T16:35:25.236026
event_984,28.790724,77.194991,Foggy,No Accident,4,2025-12-15T16:35:26.008999
event_985,28.570332,77.237208,Clear,No Accident,4,2025-12-15T16:35:27.010221
event_986,28.529549,76.798727,Foggy,No Accident,6,2025-12-15T16:35:28.138707
event_987,28.433313,77.308907,Clear,No Accident,8,2025-12-15T16:35:29.010581
event_988,28.704255,77.275669,Clear,No Accident,11,2025-12-15T16:35:30.010823
event_989,28.841479,77.039133,Foggy,No Accident,9,2025-12-15T16:35:31.046231
event_990,28.810244,77.26292,Clear,Accident,12,2025-12-15T16:35:32.057587
event_991,28.585081,76.86327,Foggy,Accident,9,2025-12-15T16:35:33.057913
event_992,28.619932,77.174489,Clear,Accident,11,2025-12-15T16:35:34.057458
event_993,28.543682,76.979297,Foggy,No Accident,25,2025-12-15T16:35:35.058819
event_994,28.538661,77.397565,Clear,No Accident,8,2025-12-15T16:35:36.058855
event_995,28.799085,76.941591,Foggy,Accident,8,2025-12-15T16:35:37.058332
event_996,28.898974,77.223205,Clear,No Accident,14,2025-12-15T16:35:38.059355
event_997,28.51735,77.375612,Clear,No Accident,13,2025-12-15T16:35:39.057834
event_998,28.517461,76.875574,Foggy,Accident,4,2025-12-15T16:35:40.058185
event_999,28.547773,77.339297,Foggy,Accident,0,2025-12-15T16:35:41.058656
event_1000,28.457639,76.936753,Foggy,No Accident,28,2025-12-15T16:35:42.059330
event_1001,28.602117,77.155307,Foggy,Accident,16,2025-12-15T16:35:43.127355
event_1002,28.784154,77.260957,Foggy,Accident,1,2025-12-15T16:35:44.239186
event_1003,28.653854,76.859684,Foggy,No Accident,3,2025-12-15T16:35:45.195387
event_1004,28.453106,76.934257,Foggy,Accident,6,2025-12-15T16:35:46.196265
event_1005,28.658465,77.18701,Foggy,Accident,24,2025-12-15T16:35:47.196583
event_1006,28.448771,77.032358,Clear,Accident,2,2025-12-15T16:35:48.196619
event_1007,28.744272,76.925584,Clear,No Accident,19,2025-12-15T16:35:49.195489
event_1008,28.821564,77.139583,Foggy,Accident,5,2025-12-15T16:35:50.197157
event_1009,28.582911,77.345054,Clear,Accident,12,2025-12-15T16:35:51.197020
event_1010,28.556026,76.947897,Foggy,Accident,13,2025-12-15T16:35:52.197038
event_1011,28.468503,77.325707,Foggy,Accident,3,2025-12-15T16:35:53.197208
event_1012,28.571853,76.920036,Foggy,Accident,3,2025-12-15T16:35:54.197311
event_1013,28.461767,77.139843,Foggy,No Accident,7,2025-12-15T16:35:55.196007
event_1014,28.530411,77.316773,Foggy,No Accident,4,2025-12-15T16:35:56.227285
event_1015,28.593194,77.230202,Clear,No Accident,21,2025-12-15T16:35:57.442596
event_1016,28.801466,77.015126,Foggy,No Accident,10,2025-12-15T16:35:58.473947
event_1017,28.690987,77.224142,Clear,No Accident,20,2025-12-15T16:35:59.443647
event_1018,28.659986,76.938792,Foggy,No Accident,4,2025-12-15T16:36:00.444955
event_1019,28.847584,76.894944,Clear,No Accident,5,2025-12-15T16:36:01.464986
event_1020,28.874457,76.966749,Foggy,Accident,3,2025-12-15T16:36:02.442640
